YEAR,CATEGORY,TYPE,DISTRICT_NAME,CONTENT_AREA,BELOW_BASIC_PCT,BASIC_PCT,PROFICIENT_PCT,ADVANCED_PCT
2023,MSIP Race/Ethnicity ,White (not Hispanic),MO SCHOOL FOR THE DEAF,Eng. Language Arts,86.7,*,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),MO SCHOOL FOR THE DEAF,Mathematics,93.3,*,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),MO SCHOOL FOR THE DEAF,Science,*,*,*,*
2023,MSIP Special Programs ,IEP Students,MO SCHOOL FOR THE DEAF,Eng. Language Arts,91.3,*,*,*
2023,MSIP Special Programs ,IEP Students,MO SCHOOL FOR THE DEAF,Mathematics,91.7,*,*,*
2023,MSIP Special Programs ,IEP Students,MO SCHOOL FOR THE DEAF,Science,*,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,MO SCHOOL FOR THE DEAF,Eng. Language Arts,90.9,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,MO SCHOOL FOR THE DEAF,Mathematics,88.9,*,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,MO SCHOOL FOR THE DEAF,Eng. Language Arts,89.5,*,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,MO SCHOOL FOR THE DEAF,Mathematics,90.5,*,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,MO SCHOOL FOR THE DEAF,Science,*,*,*,*
2023,MSIP Special Programs ,Student Group,MO SCHOOL FOR THE DEAF,Eng. Language Arts,91.3,*,*,*
2023,MSIP Special Programs ,Student Group,MO SCHOOL FOR THE DEAF,Mathematics,91.7,*,*,*
2023,MSIP Special Programs ,Student Group,MO SCHOOL FOR THE DEAF,Science,*,*,*,*
2023,MSIP Total ,Total,MO SCHOOL FOR THE DEAF,Eng. Language Arts,91.3,*,*,*
2023,MSIP Total ,Total,MO SCHOOL FOR THE DEAF,Mathematics,91.7,*,*,*
2023,MSIP Total ,Total,MO SCHOOL FOR THE DEAF,Science,*,*,*,*
2023,MSIP Race/Ethnicity ,Hispanic,STOUTLAND R-II,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Hispanic,STOUTLAND R-II,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,Multiracial,STOUTLAND R-II,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Multiracial,STOUTLAND R-II,Mathematics,*,55.6,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),STOUTLAND R-II,Eng. Language Arts,30.3,46.1,19.1,4.6
2023,MSIP Race/Ethnicity ,White (not Hispanic),STOUTLAND R-II,Mathematics,43.6,38.3,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),STOUTLAND R-II,Science,52.2,27.5,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),STOUTLAND R-II,Social Studies,*,65,25,*
2023,MSIP Special Programs ,IEP Students,STOUTLAND R-II,Eng. Language Arts,71.4,21.4,*,*
2023,MSIP Special Programs ,IEP Students,STOUTLAND R-II,Mathematics,78.6,*,*,*
2023,MSIP Special Programs ,IEP Students,STOUTLAND R-II,Science,80,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,STOUTLAND R-II,Eng. Language Arts,44.7,34,*,*
2023,MSIP Special Programs ,MAP Direct Certification,STOUTLAND R-II,Mathematics,52.2,37,*,*
2023,MSIP Special Programs ,MAP Direct Certification,STOUTLAND R-II,Science,68.4,26.3,*,*
2023,MSIP Special Programs ,MAP Direct Certification,STOUTLAND R-II,Social Studies,*,83.3,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,STOUTLAND R-II,Eng. Language Arts,36.5,37.4,21.5,4.7
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,STOUTLAND R-II,Mathematics,42.5,42.5,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,STOUTLAND R-II,Science,53.2,29.8,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,STOUTLAND R-II,Social Studies,*,73.3,*,*
2023,MSIP Special Programs ,Student Group,STOUTLAND R-II,Eng. Language Arts,48.5,31.8,*,*
2023,MSIP Special Programs ,Student Group,STOUTLAND R-II,Mathematics,58.5,29.2,*,*
2023,MSIP Special Programs ,Student Group,STOUTLAND R-II,Science,68,28,*,*
2023,MSIP Special Programs ,Student Group,STOUTLAND R-II,Social Studies,*,85.7,*,*
2023,MSIP Total ,Total,STOUTLAND R-II,Eng. Language Arts,29.3,45.5,21,4.2
2023,MSIP Total ,Total,STOUTLAND R-II,Mathematics,41.5,39,*,*
2023,MSIP Total ,Total,STOUTLAND R-II,Science,49.3,30.1,*,*
2023,MSIP Total ,Total,STOUTLAND R-II,Social Studies,*,61.9,28.6,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,CAMDENTON R-III,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,CAMDENTON R-III,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,CAMDENTON R-III,Social Studies,*,*,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CAMDENTON R-III,Eng. Language Arts,40.9,36.4,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CAMDENTON R-III,Mathematics,33.3,38.1,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CAMDENTON R-III,Science,45.5,*,*,*
2023,MSIP Race/Ethnicity ,Hispanic,CAMDENTON R-III,Eng. Language Arts,22.1,40.5,22.7,14.7
2023,MSIP Race/Ethnicity ,Hispanic,CAMDENTON R-III,Mathematics,26.5,34.9,21.7,16.9
2023,MSIP Race/Ethnicity ,Hispanic,CAMDENTON R-III,Science,23.6,40.3,20.8,15.3
2023,MSIP Race/Ethnicity ,Hispanic,CAMDENTON R-III,Social Studies,*,*,*,*
2023,MSIP Race/Ethnicity ,Multiracial,CAMDENTON R-III,Eng. Language Arts,16.4,39.7,28.8,15.1
2023,MSIP Race/Ethnicity ,Multiracial,CAMDENTON R-III,Mathematics,24.3,38.6,24.3,12.9
2023,MSIP Race/Ethnicity ,Multiracial,CAMDENTON R-III,Science,19.4,47.2,19.4,13.9
2023,MSIP Race/Ethnicity ,Multiracial,CAMDENTON R-III,Social Studies,*,*,50,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),CAMDENTON R-III,Eng. Language Arts,15.9,36.2,30.6,17.3
2023,MSIP Race/Ethnicity ,White (not Hispanic),CAMDENTON R-III,Mathematics,18.8,30.7,27,23.5
2023,MSIP Race/Ethnicity ,White (not Hispanic),CAMDENTON R-III,Science,16.5,37.2,27.7,18.6
2023,MSIP Race/Ethnicity ,White (not Hispanic),CAMDENTON R-III,Social Studies,3.1,47.5,40.5,8.9
2023,MSIP Special Programs ,EL students,CAMDENTON R-III,Eng. Language Arts,18.6,62.7,*,*
2023,MSIP Special Programs ,EL students,CAMDENTON R-III,Mathematics,30,40,15,15
2023,MSIP Special Programs ,EL students,CAMDENTON R-III,Science,26.9,65.4,*,*
2023,MSIP Special Programs ,IEP Students,CAMDENTON R-III,Eng. Language Arts,55.4,36,*,*
2023,MSIP Special Programs ,IEP Students,CAMDENTON R-III,Mathematics,61.3,27.6,*,*
2023,MSIP Special Programs ,IEP Students,CAMDENTON R-III,Science,53.5,39.5,*,*
2023,MSIP Special Programs ,IEP Students,CAMDENTON R-III,Social Studies,20.6,70.6,*,*
2023,MSIP Special Programs ,MAP Direct Certification,CAMDENTON R-III,Eng. Language Arts,29,40.8,21.4,8.8
2023,MSIP Special Programs ,MAP Direct Certification,CAMDENTON R-III,Mathematics,33.5,35.9,20.1,10.5
2023,MSIP Special Programs ,MAP Direct Certification,CAMDENTON R-III,Science,31.1,40.1,15,13.8
2023,MSIP Special Programs ,MAP Direct Certification,CAMDENTON R-III,Social Studies,*,45.1,47.1,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CAMDENTON R-III,Eng. Language Arts,25.3,41.3,22.2,11.2
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CAMDENTON R-III,Mathematics,28.9,35.6,21.6,14
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CAMDENTON R-III,Science,26.8,39.7,19.5,14.1
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CAMDENTON R-III,Social Studies,4,46.8,44.4,4.8
2023,MSIP Special Programs ,Student Group,CAMDENTON R-III,Eng. Language Arts,30.8,40.8,20.2,8.4
2023,MSIP Special Programs ,Student Group,CAMDENTON R-III,Mathematics,36.9,33.9,18.9,10.3
2023,MSIP Special Programs ,Student Group,CAMDENTON R-III,Science,33,42.3,14.4,10.3
2023,MSIP Special Programs ,Student Group,CAMDENTON R-III,Social Studies,*,54.6,36.1,*
2023,MSIP Total ,Total,CAMDENTON R-III,Eng. Language Arts,16.7,36.7,29.7,16.9
2023,MSIP Total ,Total,CAMDENTON R-III,Mathematics,19.8,31.4,26.4,22.4
2023,MSIP Total ,Total,CAMDENTON R-III,Science,17.5,37.9,26.8,17.8
2023,MSIP Total ,Total,CAMDENTON R-III,Social Studies,2.7,47.8,41.3,8.2
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CLIMAX SPRINGS R-IV,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),CLIMAX SPRINGS R-IV,Eng. Language Arts,12.5,38.6,35.2,13.6
2023,MSIP Race/Ethnicity ,White (not Hispanic),CLIMAX SPRINGS R-IV,Mathematics,18.4,41.4,31,9.2
2023,MSIP Race/Ethnicity ,White (not Hispanic),CLIMAX SPRINGS R-IV,Science,*,56.8,18.9,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),CLIMAX SPRINGS R-IV,Social Studies,*,64.3,*,*
2023,MSIP Special Programs ,IEP Students,CLIMAX SPRINGS R-IV,Eng. Language Arts,33.3,53.3,*,*
2023,MSIP Special Programs ,IEP Students,CLIMAX SPRINGS R-IV,Mathematics,50,42.9,*,*
2023,MSIP Special Programs ,IEP Students,CLIMAX SPRINGS R-IV,Science,*,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,CLIMAX SPRINGS R-IV,Eng. Language Arts,*,48.2,33.3,*
2023,MSIP Special Programs ,MAP Direct Certification,CLIMAX SPRINGS R-IV,Mathematics,*,48,28,*
2023,MSIP Special Programs ,MAP Direct Certification,CLIMAX SPRINGS R-IV,Science,*,78.6,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CLIMAX SPRINGS R-IV,Eng. Language Arts,15.5,46.6,29.3,8.6
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CLIMAX SPRINGS R-IV,Mathematics,*,48.2,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CLIMAX SPRINGS R-IV,Science,23.1,57.7,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CLIMAX SPRINGS R-IV,Social Studies,*,55.6,*,*
2023,MSIP Special Programs ,Student Group,CLIMAX SPRINGS R-IV,Eng. Language Arts,*,48.7,29.7,*
2023,MSIP Special Programs ,Student Group,CLIMAX SPRINGS R-IV,Mathematics,25.7,51.4,*,*
2023,MSIP Special Programs ,Student Group,CLIMAX SPRINGS R-IV,Science,*,72.2,*,*
2023,MSIP Special Programs ,Student Group,CLIMAX SPRINGS R-IV,Social Studies,*,*,*,*
2023,MSIP Total ,Total,CLIMAX SPRINGS R-IV,Eng. Language Arts,12.9,39.8,34.4,12.9
2023,MSIP Total ,Total,CLIMAX SPRINGS R-IV,Mathematics,18.1,43.6,29.8,8.5
2023,MSIP Total ,Total,CLIMAX SPRINGS R-IV,Science,*,60,17.5,*
2023,MSIP Total ,Total,CLIMAX SPRINGS R-IV,Social Studies,*,66.7,*,*
2023,MSIP Race/Ethnicity ,Hispanic,MACKS CREEK R-V,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Hispanic,MACKS CREEK R-V,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),MACKS CREEK R-V,Eng. Language Arts,16.7,54.7,18.7,10
2023,MSIP Race/Ethnicity ,White (not Hispanic),MACKS CREEK R-V,Mathematics,44.3,32.9,14.8,8.1
2023,MSIP Race/Ethnicity ,White (not Hispanic),MACKS CREEK R-V,Science,34.7,33.3,20.8,11.1
2023,MSIP Race/Ethnicity ,White (not Hispanic),MACKS CREEK R-V,Social Studies,*,76.5,*,*
2023,MSIP Special Programs ,IEP Students,MACKS CREEK R-V,Eng. Language Arts,52.2,*,*,*
2023,MSIP Special Programs ,IEP Students,MACKS CREEK R-V,Mathematics,92.6,*,*,*
2023,MSIP Special Programs ,IEP Students,MACKS CREEK R-V,Science,77.8,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,MACKS CREEK R-V,Eng. Language Arts,32.6,50,*,*
2023,MSIP Special Programs ,MAP Direct Certification,MACKS CREEK R-V,Mathematics,53.5,32.6,*,*
2023,MSIP Special Programs ,MAP Direct Certification,MACKS CREEK R-V,Science,55.6,*,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,MACKS CREEK R-V,Eng. Language Arts,19.3,55.7,17.1,8
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,MACKS CREEK R-V,Mathematics,52.3,28.4,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,MACKS CREEK R-V,Science,51.1,26.7,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,MACKS CREEK R-V,Social Studies,*,62.5,*,*
2023,MSIP Special Programs ,Student Group,MACKS CREEK R-V,Eng. Language Arts,31.9,50,11.1,6.9
2023,MSIP Special Programs ,Student Group,MACKS CREEK R-V,Mathematics,61.4,25.7,*,*
2023,MSIP Special Programs ,Student Group,MACKS CREEK R-V,Science,56.7,23.3,*,*
2023,MSIP Special Programs ,Student Group,MACKS CREEK R-V,Social Studies,*,*,*,*
2023,MSIP Total ,Total,MACKS CREEK R-V,Eng. Language Arts,17.7,51.8,19.5,11
2023,MSIP Total ,Total,MACKS CREEK R-V,Mathematics,44.7,31.7,14.9,8.7
2023,MSIP Total ,Total,MACKS CREEK R-V,Science,34.2,31.7,20.3,13.9
2023,MSIP Total ,Total,MACKS CREEK R-V,Social Studies,*,73.7,*,*
2023,MSIP Race/Ethnicity ,Amer. Indian or Alaska Native,JACKSON R-II,Eng. Language Arts,*,*,*,*
2023,MSIP Race/Ethnicity ,Amer. Indian or Alaska Native,JACKSON R-II,Mathematics,*,*,*,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,JACKSON R-II,Eng. Language Arts,*,*,46.9,25
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,JACKSON R-II,Mathematics,*,*,37.5,37.5
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,JACKSON R-II,Science,*,29.4,*,41.2
2023,MSIP Race/Ethnicity ,Black (not Hispanic),JACKSON R-II,Eng. Language Arts,*,43.4,26.4,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),JACKSON R-II,Mathematics,38.5,34.6,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),JACKSON R-II,Science,33.3,40,*,*
2023,MSIP Race/Ethnicity ,Hispanic,JACKSON R-II,Eng. Language Arts,20.3,36.2,30.4,13
2023,MSIP Race/Ethnicity ,Hispanic,JACKSON R-II,Mathematics,*,36.6,29.6,*
2023,MSIP Race/Ethnicity ,Hispanic,JACKSON R-II,Science,*,33.3,39.4,*
2023,MSIP Race/Ethnicity ,Hispanic,JACKSON R-II,Social Studies,*,*,54.6,*
2023,MSIP Race/Ethnicity ,Multiracial,JACKSON R-II,Eng. Language Arts,11.5,49,27.1,12.5
2023,MSIP Race/Ethnicity ,Multiracial,JACKSON R-II,Mathematics,29.4,38,20.7,12
2023,MSIP Race/Ethnicity ,Multiracial,JACKSON R-II,Science,*,46.3,36.6,*
2023,MSIP Race/Ethnicity ,Multiracial,JACKSON R-II,Social Studies,*,63.6,*,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),JACKSON R-II,Eng. Language Arts,10.7,37.3,32.5,19.7
2023,MSIP Race/Ethnicity ,White (not Hispanic),JACKSON R-II,Mathematics,15,31.9,28.8,24.3
2023,MSIP Race/Ethnicity ,White (not Hispanic),JACKSON R-II,Science,11.9,39.3,29.7,19.2
2023,MSIP Race/Ethnicity ,White (not Hispanic),JACKSON R-II,Social Studies,4.8,48.9,43,3.3
2023,MSIP Special Programs ,EL students,JACKSON R-II,Eng. Language Arts,33.3,33.3,18.2,15.2
2023,MSIP Special Programs ,EL students,JACKSON R-II,Mathematics,34.3,28.6,20,17.1
2023,MSIP Special Programs ,EL students,JACKSON R-II,Science,50,*,*,*
2023,MSIP Special Programs ,IEP Students,JACKSON R-II,Eng. Language Arts,36.8,46.5,13.2,3.5
2023,MSIP Special Programs ,IEP Students,JACKSON R-II,Mathematics,58.5,25.3,11.9,4.4
2023,MSIP Special Programs ,IEP Students,JACKSON R-II,Science,45.6,40.5,8.9,5.1
2023,MSIP Special Programs ,IEP Students,JACKSON R-II,Social Studies,25,70,*,*
2023,MSIP Special Programs ,MAP Direct Certification,JACKSON R-II,Eng. Language Arts,20.9,46.6,24.2,8.3
2023,MSIP Special Programs ,MAP Direct Certification,JACKSON R-II,Mathematics,32,38.1,18.7,11.1
2023,MSIP Special Programs ,MAP Direct Certification,JACKSON R-II,Science,24.2,46.9,23.2,5.7
2023,MSIP Special Programs ,MAP Direct Certification,JACKSON R-II,Social Studies,*,79.2,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,JACKSON R-II,Eng. Language Arts,16.1,45.5,25.7,12.6
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,JACKSON R-II,Mathematics,24.7,37.6,23,14.8
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,JACKSON R-II,Science,19.6,44.6,26.1,9.7
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,JACKSON R-II,Social Studies,*,65,23.3,*
2023,MSIP Special Programs ,Student Group,JACKSON R-II,Eng. Language Arts,25.1,45,22.2,7.7
2023,MSIP Special Programs ,Student Group,JACKSON R-II,Mathematics,38,33.6,18.9,9.6
2023,MSIP Special Programs ,Student Group,JACKSON R-II,Science,29.3,44.1,20.4,6.2
2023,MSIP Special Programs ,Student Group,JACKSON R-II,Social Studies,*,64.2,18.9,*
2023,MSIP Total ,Total,JACKSON R-II,Eng. Language Arts,11.2,37.4,32.3,19.1
2023,MSIP Total ,Total,JACKSON R-II,Mathematics,16.2,32,28.5,23.3
2023,MSIP Total ,Total,JACKSON R-II,Science,12.7,39.3,29.7,18.4
2023,MSIP Total ,Total,JACKSON R-II,Social Studies,5.1,48.8,42.4,3.7
2023,MSIP Race/Ethnicity ,White (not Hispanic),DELTA R-V,Eng. Language Arts,10,42,33,15
2023,MSIP Race/Ethnicity ,White (not Hispanic),DELTA R-V,Mathematics,25,44.8,17.7,12.5
2023,MSIP Race/Ethnicity ,White (not Hispanic),DELTA R-V,Science,*,40,35,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),DELTA R-V,Social Studies,*,50,37.5,*
2023,MSIP Special Programs ,IEP Students,DELTA R-V,Eng. Language Arts,38.5,46.2,*,*
2023,MSIP Special Programs ,IEP Students,DELTA R-V,Mathematics,73.3,*,*,*
2023,MSIP Special Programs ,IEP Students,DELTA R-V,Science,*,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,DELTA R-V,Eng. Language Arts,*,54.6,30.3,*
2023,MSIP Special Programs ,MAP Direct Certification,DELTA R-V,Mathematics,36.4,51.5,*,*
2023,MSIP Special Programs ,MAP Direct Certification,DELTA R-V,Science,*,46.7,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,DELTA R-V,Eng. Language Arts,12.5,43.8,35.9,7.8
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,DELTA R-V,Mathematics,32.8,50.8,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,DELTA R-V,Science,*,34.5,34.5,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,DELTA R-V,Social Studies,*,50,*,*
2023,MSIP Special Programs ,Student Group,DELTA R-V,Eng. Language Arts,*,51.3,28.2,*
2023,MSIP Special Programs ,Student Group,DELTA R-V,Mathematics,43.6,46.2,*,*
2023,MSIP Special Programs ,Student Group,DELTA R-V,Science,29.4,41.2,*,*
2023,MSIP Total ,Total,DELTA R-V,Eng. Language Arts,10.8,42.2,32.4,14.7
2023,MSIP Total ,Total,DELTA R-V,Mathematics,26.7,44.6,16.8,11.9
2023,MSIP Total ,Total,DELTA R-V,Science,*,39,34.2,*
2023,MSIP Total ,Total,DELTA R-V,Social Studies,*,50,37.5,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),OAK RIDGE R-VI,Eng. Language Arts,31.9,48.4,17,2.8
2023,MSIP Race/Ethnicity ,White (not Hispanic),OAK RIDGE R-VI,Mathematics,32.6,42,18.8,6.6
2023,MSIP Race/Ethnicity ,White (not Hispanic),OAK RIDGE R-VI,Science,*,41.8,31.3,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),OAK RIDGE R-VI,Social Studies,*,54.8,32.3,*
2023,MSIP Special Programs ,IEP Students,OAK RIDGE R-VI,Eng. Language Arts,*,*,*,*
2023,MSIP Special Programs ,IEP Students,OAK RIDGE R-VI,Mathematics,*,*,*,*
2023,MSIP Special Programs ,MAP Direct Certification,OAK RIDGE R-VI,Eng. Language Arts,42.9,42.9,*,*
2023,MSIP Special Programs ,MAP Direct Certification,OAK RIDGE R-VI,Mathematics,39.3,50,*,*
2023,MSIP Special Programs ,MAP Direct Certification,OAK RIDGE R-VI,Science,*,*,60,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,OAK RIDGE R-VI,Eng. Language Arts,40.9,37.9,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,OAK RIDGE R-VI,Mathematics,28.4,47.8,*,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,OAK RIDGE R-VI,Science,*,37.5,41.7,*
2023,MSIP Special Programs ,Student Group,OAK RIDGE R-VI,Eng. Language Arts,37.5,46.9,*,*
2023,MSIP Special Programs ,Student Group,OAK RIDGE R-VI,Mathematics,34.4,53.1,*,*
2023,MSIP Special Programs ,Student Group,OAK RIDGE R-VI,Science,*,*,53.9,*
2023,MSIP Special Programs ,Student Group,OAK RIDGE R-VI,Social Studies,*,83.3,*,*
2023,MSIP Total ,Total,OAK RIDGE R-VI,Eng. Language Arts,31.9,48.4,17,2.8
2023,MSIP Total ,Total,OAK RIDGE R-VI,Mathematics,32.6,42,18.8,6.6
2023,MSIP Total ,Total,OAK RIDGE R-VI,Science,*,41.8,31.3,*
2023,MSIP Total ,Total,OAK RIDGE R-VI,Social Studies,*,54.8,32.3,*
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,CAPE GIRARDEAU 63,Eng. Language Arts,*,*,31.4,42.9
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,CAPE GIRARDEAU 63,Mathematics,*,*,22.2,63.9
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,CAPE GIRARDEAU 63,Science,*,*,31.3,37.5
2023,MSIP Race/Ethnicity ,Asian/Pacific Islander,CAPE GIRARDEAU 63,Social Studies,*,*,*,*
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CAPE GIRARDEAU 63,Eng. Language Arts,37.1,43.4,14.9,4.7
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CAPE GIRARDEAU 63,Mathematics,54,32.7,9,4.3
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CAPE GIRARDEAU 63,Science,54.8,38,4.9,2.3
2023,MSIP Race/Ethnicity ,Black (not Hispanic),CAPE GIRARDEAU 63,Social Studies,15.9,72.7,*,*
2023,MSIP Race/Ethnicity ,Hispanic,CAPE GIRARDEAU 63,Eng. Language Arts,30.8,41.1,17.8,10.3
2023,MSIP Race/Ethnicity ,Hispanic,CAPE GIRARDEAU 63,Mathematics,34.9,35.5,16.5,13.2
2023,MSIP Race/Ethnicity ,Hispanic,CAPE GIRARDEAU 63,Science,48.2,31.5,11.1,9.3
2023,MSIP Race/Ethnicity ,Hispanic,CAPE GIRARDEAU 63,Social Studies,*,75,*,*
2023,MSIP Race/Ethnicity ,Multiracial,CAPE GIRARDEAU 63,Eng. Language Arts,26.1,37,22.6,14.4
2023,MSIP Race/Ethnicity ,Multiracial,CAPE GIRARDEAU 63,Mathematics,34.8,31.6,22.3,11.3
2023,MSIP Race/Ethnicity ,Multiracial,CAPE GIRARDEAU 63,Science,35.9,35.9,20.8,7.6
2023,MSIP Race/Ethnicity ,Multiracial,CAPE GIRARDEAU 63,Social Studies,*,66.7,27.3,*
2023,MSIP Race/Ethnicity ,White (not Hispanic),CAPE GIRARDEAU 63,Eng. Language Arts,15.7,30.3,32.3,21.6
2023,MSIP Race/Ethnicity ,White (not Hispanic),CAPE GIRARDEAU 63,Mathematics,23.4,31.6,26.3,18.7
2023,MSIP Race/Ethnicity ,White (not Hispanic),CAPE GIRARDEAU 63,Science,15.9,38.7,29.4,15.9
2023,MSIP Race/Ethnicity ,White (not Hispanic),CAPE GIRARDEAU 63,Social Studies,*,42.2,51.6,*
2023,MSIP Special Programs ,EL students,CAPE GIRARDEAU 63,Eng. Language Arts,30.8,43,14,12.2
2023,MSIP Special Programs ,EL students,CAPE GIRARDEAU 63,Mathematics,29.5,33,17.9,19.6
2023,MSIP Special Programs ,EL students,CAPE GIRARDEAU 63,Science,51.5,33.3,*,*
2023,MSIP Special Programs ,EL students,CAPE GIRARDEAU 63,Social Studies,*,*,*,*
2023,MSIP Special Programs ,IEP Students,CAPE GIRARDEAU 63,Eng. Language Arts,61,32.3,4.7,2
2023,MSIP Special Programs ,IEP Students,CAPE GIRARDEAU 63,Mathematics,77,17.6,*,*
2023,MSIP Special Programs ,IEP Students,CAPE GIRARDEAU 63,Science,69.7,23.5,*,*
2023,MSIP Special Programs ,IEP Students,CAPE GIRARDEAU 63,Social Studies,21.2,60.6,*,*
2023,MSIP Special Programs ,MAP Direct Certification,CAPE GIRARDEAU 63,Eng. Language Arts,35.1,42.6,15.6,6.6
2023,MSIP Special Programs ,MAP Direct Certification,CAPE GIRARDEAU 63,Mathematics,49.5,30.8,13.2,6.5
2023,MSIP Special Programs ,MAP Direct Certification,CAPE GIRARDEAU 63,Science,44.9,38.2,12.7,4.2
2023,MSIP Special Programs ,MAP Direct Certification,CAPE GIRARDEAU 63,Social Studies,*,70.8,17.7,*
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CAPE GIRARDEAU 63,Eng. Language Arts,24.9,36.1,24.3,14.7
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CAPE GIRARDEAU 63,Mathematics,35.4,31.8,19.3,13.5
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CAPE GIRARDEAU 63,Science,32.4,37.4,19.6,10.6
2023,MSIP Special Programs ,MAP Free and Reduced Lunch,CAPE GIRARDEAU 63,Social Studies,5.6,55.4,35.1,3.9
2023,MSIP Special Programs ,Student Group,CAPE GIRARDEAU 63,Eng. Language Arts,34.6,41.7,16.7,7
2023,MSIP Special Programs ,Student Group,CAPE GIRARDEAU 63,Mathematics,48.3,31.3,13,7.4
2023,MSIP Special Programs ,Student Group,CAPE GIRARDEAU 63,Science,47.3,37.7,10.4,4.7
2023,MSIP Special Programs ,Student Group,CAPE GIRARDEAU 63,Social Studies,*,70,19.4,*
2023,MSIP Total ,Total,CAPE GIRARDEAU 63,Eng. Language Arts,24.9,36.1,24.3,14.7
2023,MSIP Total ,Total,CAPE GIRARDEAU 63,Mathematics,35.4,31.8,19.3,13.5
